Date,Gold,Silver,DXY,US10Y,TIPS,SP500,VIX,Miners,Oil
2018-03-30,1322.800048828125,16.222999572753906,90.1500015258789,2.740999937057495,88.0985107421875,2640.8701171875,19.96999931335449,20.151309967041016,64.94000244140625
2018-04-06,1331.9000244140625,16.332000732421875,90.11000061035156,2.775000095367432,88.18603515625,2604.469970703125,21.489999771118164,20.233821868896484,62.060001373291016
2018-04-13,1344.800048828125,16.628000259399414,89.80000305175781,2.8289999961853027,88.3735122680664,2656.300048828125,17.40999984741211,20.9856014251709,67.38999938964844
2018-04-20,1336.699951171875,17.14699935913086,90.31999969482422,2.950999975204468,87.80318450927734,2670.139892578125,16.8799991607666,20.82057380676269,68.37999725341797
2018-04-27,1320.300048828125,16.4060001373291,91.54000091552734,2.9570000171661377,87.91258239746094,2669.909912109375,15.40999984741211,20.838911056518555,68.0999984741211
2018-05-04,1312.699951171875,16.43400001525879,92.56999969482422,2.944000005722046,87.9742660522461,2663.419921875,14.770000457763672,20.765567779541016,69.72000122070312
2018-05-11,1319.0,16.676000595092773,92.54000091552734,2.970999956130981,87.95073699951172,2727.719970703125,12.649999618530272,20.976428985595703,70.69999694824219
2018-05-18,1290.199951171875,16.386999130249023,93.63999938964844,3.066999912261963,87.3935546875,2712.969970703125,13.420000076293944,20.343839645385746,71.27999877929688
2018-05-25,1303.300048828125,16.481000900268555,94.19000244140624,2.930999994277954,87.8643798828125,2721.330078125,13.220000267028809,20.453855514526367,67.87999725341797
2018-06-01,1294.800048828125,16.38800048828125,94.19000244140624,2.8949999809265137,88.14342498779297,2734.6201171875,13.460000038146973,20.453855514526367,65.80999755859375
2018-06-08,1298.0999755859375,16.694000244140625,93.5500030517578,2.937000036239624,88.08828735351562,2779.030029296875,12.18000030517578,20.49969482421875,65.73999786376953
2018-06-15,1274.5999755859375,16.45199966430664,94.79000091552734,2.924000024795532,88.22209167480469,2779.659912109375,11.979999542236328,20.38050842285156,65.05999755859375
2018-06-22,1267.4000244140625,16.43899917602539,94.5199966430664,2.900000095367432,88.4740219116211,2754.8798828125,13.770000457763672,20.334672927856445,68.58000183105469
2018-06-29,1251.300048828125,16.104000091552734,94.62999725341795,2.8489999771118164,88.84394836425781,2718.3701171875,16.09000015258789,20.453855514526367,74.1500015258789
2018-07-06,1254.300048828125,15.980999946594238,94.04000091552734,2.8310000896453857,89.29513549804688,2759.820068359375,13.369999885559082,20.72889518737793,73.80000305175781
2018-07-13,1239.5999755859375,15.73900032043457,94.75,2.8310000896453857,89.1766128540039,2801.31005859375,12.18000030517578,20.13297462463379,71.01000213623047
2018-07-20,1229.5,15.489999771118164,94.45999908447266,2.8949999809265137,88.59191131591797,2801.830078125,12.859999656677246,19.96794891357422,70.45999908447266
2018-07-27,1222.5999755859375,15.435999870300291,94.68000030517578,2.9600000381469727,88.2837142944336,2818.820068359375,13.029999732971191,19.546220779418945,68.69000244140625
2018-08-03,1214.199951171875,15.406000137329102,95.13999938964844,2.953000068664551,88.37700653076172,2840.35009765625,11.640000343322754,19.399532318115234,68.48999786376953
2018-08-10,1211.0999755859375,15.265999794006348,96.36000061035156,2.8570001125335693,88.77374267578125,2833.280029296875,13.15999984741211,18.849449157714844,67.62999725341797
2018-08-17,1176.5,14.616000175476074,96.0999984741211,2.872999906539917,88.80545043945312,2850.1298828125,12.640000343322754,17.16253662109375,65.91000366210938
2018-08-24,1206.300048828125,14.779000282287598,95.1500015258789,2.825999975204468,89.27363586425781,2874.68994140625,11.989999771118164,17.37339973449707,68.72000122070312
2018-08-31,1200.300048828125,14.437999725341797,95.13999938964844,2.852999925613404,88.94039154052734,2901.52001953125,12.859999656677246,17.006677627563477,69.80000305175781
2018-09-07,1193.5999755859375,14.06700038909912,95.37000274658205,2.941999912261963,88.55497741699219,2871.679931640625,14.880000114440918,16.392419815063477,67.75
2018-09-14,1195.0,14.041999816894531,94.9800033569336,2.99399995803833,88.18870544433594,2904.97998046875,12.06999969482422,16.484100341796875,68.98999786376953
2018-09-21,1196.199951171875,14.269000053405762,94.22000122070312,3.068000078201294,88.05338287353516,2929.669921875,11.68000030517578,17.21754264831543,70.77999877929688
2018-09-28,1191.5,14.623000144958496,95.19000244140624,3.055999994277954,88.07723999023438,2913.97998046875,12.119999885559082,16.979177474975586,73.25
2018-10-05,1201.199951171875,14.569000244140623,95.62000274658205,3.2249999046325684,87.08187866210938,2885.570068359375,14.81999969482422,17.098358154296875,74.33999633789062
2018-10-12,1218.0999755859375,14.564000129699709,95.22000122070312,3.1410000324249268,87.2093734741211,2767.1298828125,21.309999465942383,18.106840133666992,71.33999633789062
2018-10-19,1225.300048828125,14.57900047302246,95.70999908447266,3.197999954223633,86.9224853515625,2767.780029296875,19.88999938964844,18.3452091217041,69.12000274658203
2018-10-26,1232.5,14.635000228881836,96.36000061035156,3.07699990272522,87.2572021484375,2658.68994140625,24.15999984741211,17.474245071411133,67.58999633789062
2018-11-02,1230.9000244140625,14.70699977874756,96.54000091552734,3.21399998664856,86.36510467529297,2723.06005859375,19.51000022888184,17.996826171875,63.13999938964844
2018-11-09,1206.4000244140625,14.102999687194824,96.91000366210938,3.188999891281128,86.64429473876953,2781.010009765625,17.360000610351562,17.455913543701172,60.18999862670898
2018-11-16,1220.800048828125,14.357999801635742,96.47000122070312,3.0739998817443848,87.19466400146484,2736.27001953125,18.13999938964844,17.767623901367188,56.459999084472656
2018-11-23,1221.0,14.220999717712402,96.91999816894533,3.053999900817871,86.85164642333984,2632.56005859375,21.520000457763672,17.74928855895996,50.41999816894531
2018-11-30,1220.199951171875,14.093999862670898,97.2699966430664,3.013000011444092,87.15475463867188,2760.169921875,18.06999969482422,17.501752853393555,50.93000030517578
2018-12-07,1246.800048828125,14.571999549865724,96.51000213623048,2.8499999046325684,87.71786499023438,2633.080078125,23.229999542236328,18.5194034576416,52.61000061035156
2018-12-14,1237.0,14.512999534606934,97.44000244140624,2.8910000324249268,87.10282135009766,2599.949951171875,21.6299991607666,18.446060180664062,51.20000076293945
2018-12-21,1253.800048828125,14.583000183105469,96.95999908447266,2.7920000553131104,87.3458251953125,2416.6201171875,30.11000061035156,18.838584899902344,45.59000015258789
2018-12-28,1279.9000244140625,15.326000213623049,96.38999938964844,2.736000061035156,87.55382537841797,2485.739990234375,28.34000015258789,18.986047744750977,45.33000183105469
2019-01-04,1282.699951171875,15.69499969482422,96.19000244140624,2.6589999198913574,88.08187103271484,2531.93994140625,21.3799991607666,19.63120651245117,47.959999084472656
2019-01-11,1287.0999755859375,15.57699966430664,95.66999816894533,2.700999975204468,88.22589111328125,2596.260009765625,18.190000534057617,19.428443908691406,51.59000015258789
2019-01-18,1281.300048828125,15.329999923706056,96.33999633789062,2.7839999198913574,87.8018798828125,2670.7099609375,17.799999237060547,18.71876716613769,53.79999923706055
2019-01-25,1297.4000244140625,15.638999938964844,95.79000091552734,2.753000020980835,87.75384521484375,2664.760009765625,17.420000076293945,19.52060890197754,53.68999862670898
2019-02-01,1316.9000244140625,15.880000114440918,95.58000183105467,2.690999984741211,88.55393981933594,2706.530029296875,16.139999389648438,20.80170249938965,55.2599983215332
2019-02-08,1313.699951171875,15.77299976348877,96.63999938964844,2.631999969482422,88.61792755126953,2707.8798828125,15.720000267028809,20.589723587036133,52.720001220703125
2019-02-15,1318.0999755859375,15.722999572753906,96.91999816894533,2.66599988937378,88.68193054199219,2775.60009765625,14.90999984741211,20.67267417907715,55.59000015258789
2019-02-22,1329.199951171875,15.907999992370604,96.51000213623048,2.6549999713897705,89.00196838378906,2792.669921875,13.510000228881836,21.25331687927246,57.2599983215332
2019-03-01,1296.4000244140625,15.168999671936035,96.52999877929688,2.755000114440918,88.53794860839844,2803.68994140625,13.56999969482422,19.999868392944336,55.79999923706055
2019-03-08,1297.0,15.272000312805176,97.37000274658205,2.625,89.0660171508789,2743.070068359375,16.049999237060547,20.617374420166016,56.06999969482422
2019-03-15,1301.800048828125,15.253000259399414,96.5999984741211,2.5929999351501465,89.61006927490234,2822.47998046875,12.880000114440918,20.5528621673584,58.52000045776367
2019-03-22,1311.5999755859375,15.345000267028809,96.6500015258789,2.4549999237060547,90.37812042236328,2800.7099609375,16.479999542236328,20.99525451660156,59.040000915527344
2019-03-29,1293.0,15.0600004196167,97.27999877929688,2.4140000343322754,90.46614074707033,2834.39990234375,13.710000038146973,20.66345977783203,60.13999938964844
2019-04-05,1290.4000244140625,15.04300022125244,97.4000015258789,2.500999927520752,90.10612487792967,2892.739990234375,12.81999969482422,20.67267417907715,63.08000183105469
2019-04-12,1290.5999755859375,14.920000076293944,96.97000122070312,2.559999942779541,90.05812072753906,2907.409912109375,12.010000228881836,20.469911575317383,63.88999938964844
2019-04-19,1271.9000244140625,14.937000274658203,97.47000122070312,2.559999942779541,90.13811492919922,2905.030029296875,12.09000015258789,19.66807174682617,64.0
2019-04-26,1284.9000244140625,15.001999855041504,98.01000213623048,2.505000114440918,90.77021026611328,2939.8798828125,12.729999542236328,19.63120651245117,63.29999923706055
2019-05-03,1279.199951171875,14.906999588012695,97.5199966430664,2.5309998989105225,90.35002136230467,2945.639892578125,12.869999885559082,18.70033836364746,61.93999862670898
2019-05-10,1285.699951171875,14.72599983215332,97.33000183105467,2.4549999237060547,90.65416717529295,2881.39990234375,16.040000915527344,18.69112205505371,61.65999984741211
2019-05-17,1274.5,14.347999572753906,98.0,2.3929998874664307,90.86227416992188,2859.530029296875,15.960000038146973,19.124298095703125,62.7599983215332
2019-05-24,1283.0,14.520000457763672,97.61000061035156,2.3239998817443848,91.16638946533205,2826.06005859375,15.850000381469728,18.958396911621094,58.630001068115234
2019-05-31,1305.800048828125,14.529999732971191,97.75,2.1419999599456787,92.25484466552734,2752.06005859375,18.709999084472656,19.89848518371582,53.5
2019-06-07,1341.199951171875,14.994000434875488,96.61000061035156,2.0840001106262207,92.6564483642578,2873.340087890625,16.299999237060547,21.09663391113281,53.9900016784668
2019-06-14,1340.0999755859375,14.781999588012695,97.56999969482422,2.0929999351501465,91.97235107421876,2886.97998046875,15.279999732971191,21.50216293334961,52.5099983215332
2019-06-21,1396.199951171875,15.27299976348877,96.22000122070312,2.068000078201294,92.8093719482422,2950.4599609375,15.399999618530272,23.2348690032959,57.43000030517578
2019-06-28,1409.699951171875,15.253000259399414,96.12999725341795,2.0,92.9461669921875,2941.760009765625,15.079999923706056,23.557449340820312,58.470001220703125
2019-07-05,1396.699951171875,14.91800022125244,97.25,2.0480000972747803,92.76171875,2990.409912109375,13.279999732971191,23.400768280029297,57.5099983215332
2019-07-12,1409.9000244140625,15.16100025177002,96.80999755859376,2.1059999465942383,92.90733337402344,3013.77001953125,12.390000343322754,24.156524658203125,60.209999084472656
2019-07-19,1425.0999755859375,16.117000579833984,97.1500015258789,2.0480000972747803,93.2309799194336,2976.610107421875,14.449999809265137,25.78784942626953,55.630001068115234
2019-07-26,1418.5,16.325000762939453,98.01000213623048,2.0810000896453857,93.03678894042967,3025.860107421875,12.15999984741211,25.142690658569336,56.20000076293945
2019-08-02,1445.5999755859375,16.222000122070312,98.0999984741211,1.8550000190734863,93.64456939697266,2932.050048828125,17.610000610351562,25.594301223754883,55.65999984741211
2019-08-09,1496.5999755859375,16.89699935913086,97.48999786376952,1.7339999675750732,94.51232147216795,2918.64990234375,17.969999313354492,27.059728622436523,54.5
2019-08-16,1512.5,17.09600067138672,98.13999938964844,1.5390000343322754,95.06375885009766,2888.679931640625,18.46999931335449,26.06434440612793,54.869998931884766
2019-08-23,1526.5999755859375,17.395000457763672,97.63999938964844,1.527999997138977,95.19355010986328,2847.110107421875,19.8700008392334,27.317790985107425,54.16999816894531
2019-08-30,1519.0999755859375,18.184999465942383,98.91999816894533,1.50600004196167,95.41252899169922,2926.4599609375,18.979999542236328,27.520557403564453,55.09999847412109
2019-09-06,1506.199951171875,17.968000411987305,98.38999938964844,1.5499999523162842,95.18448638916016,2978.7099609375,15.0,26.248676300048828,56.52000045776367
2019-09-13,1490.9000244140625,17.43600082397461,98.26000213623048,1.902999997138977,93.42377471923828,3007.389892578125,13.739999771118164,24.55282974243164,54.84999847412109
2019-09-20,1507.300048828125,17.738000869750977,98.51000213623048,1.7549999952316284,94.5191650390625,2992.070068359375,15.31999969482422,26.44222068786621,58.09000015258789
2019-09-27,1499.0999755859375,17.552000045776367,99.11000061035156,1.6749999523162842,94.27574157714844,2961.7900390625,17.219999313354492,25.299373626708984,55.90999984741211
2019-10-04,1506.199951171875,17.540000915527344,98.80999755859376,1.5149999856948853,95.13389587402344,2952.010009765625,17.040000915527344,25.686464309692383,52.810001373291016
2019-10-11,1482.699951171875,17.461999893188477,98.3000030517578,1.7519999742507937,93.99600982666016,2970.27001953125,15.579999923706056,24.856979370117188,54.70000076293945
2019-10-18,1488.199951171875,17.50200080871582,97.27999877929688,1.746999979019165,94.256103515625,2986.199951171875,14.25,24.995227813720703,53.77999877929688
2019-10-25,1499.5,17.861000061035156,97.83000183105467,1.8009999990463257,94.37799072265624,3022.550048828125,12.649999618530272,25.566650390625,56.65999984741211
2019-11-01,1508.0,18.003999710083008,97.23999786376952,1.7280000448226929,94.46745300292967,3066.909912109375,12.300000190734863,25.81549835205078,56.20000076293945
2019-11-08,1461.300048828125,16.783000946044922,98.3499984741211,1.932999968528748,93.9390640258789,3093.080078125,12.06999969482422,24.17495346069336,57.2400016784668
2019-11-15,1467.300048828125,16.933000564575195,98.0,1.8339999914169312,94.1585693359375,3120.4599609375,12.050000190734863,24.64499855041504,57.720001220703125
2019-11-22,1463.0999755859375,16.985000610351562,98.2699966430664,1.77400004863739,94.70318603515624,3110.2900390625,12.34000015258789,24.663429260253903,57.77000045776367
2019-11-29,1465.5999755859375,16.9689998626709,98.2699966430664,1.7760000228881836,94.60568237304688,3140.97998046875,12.619999885559082,24.95836067199707,55.16999816894531
2019-12-06,1459.0999755859375,16.481000900268555,97.6999969482422,1.8420000076293943,94.78791046142578,3145.909912109375,13.619999885559082,24.856979370117188,59.20000076293945
2019-12-13,1475.5999755859375,16.91200065612793,97.16999816894533,1.819000005722046,95.04010772705078,3168.800048828125,12.630000114440918,25.5482177734375,60.06999969482422
2019-12-20,1474.699951171875,17.128000259399414,97.70999908447266,1.9170000553131104,94.94989013671876,3221.219970703125,12.510000228881836,25.00444221496582,60.43999862670898
2019-12-27,1513.800048828125,17.849000930786133,96.91999816894533,1.8739999532699585,94.9987564086914,3240.02001953125,13.43000030517578,26.79677391052246,61.720001220703125
2020-01-03,1549.199951171875,18.06800079345703,96.83999633789062,1.787999987602234,95.83759307861328,3234.85009765625,14.020000457763672,27.07522964477539,63.04999923706055
2020-01-10,1557.5,18.03300094604492,97.36000061035156,1.825000047683716,95.48741149902344,3265.35009765625,12.5600004196167,26.40693664550781,59.040000915527344
2020-01-17,1558.800048828125,18.01300048828125,97.61000061035156,1.8359999656677248,95.36524963378906,3329.6201171875,12.100000381469728,26.379091262817383,58.540000915527344
2020-01-24,1571.0999755859375,18.05699920654297,97.8499984741211,1.680999994277954,96.01676177978516,3295.469970703125,14.5600004196167,27.12163734436035,54.18999862670898
2020-01-31,1582.9000244140625,17.972000122070312,97.38999938964844,1.5199999809265137,96.96146392822266,3225.52001953125,18.84000015258789,26.90815544128418,51.560001373291016
2020-02-07,1568.5999755859375,17.665000915527344,98.68000030517578,1.5779999494552612,96.6003189086914,3327.7099609375,15.470000267028809,25.92427635192871,50.31999969482422
2020-02-14,1582.699951171875,17.71500015258789,99.12000274658205,1.5880000591278076,96.64105987548828,3380.159912109375,13.68000030517578,26.276988983154297,52.04999923706055
2020-02-21,1644.5999755859375,18.520999908447266,99.26000213623048,1.4709999561309814,97.17913818359376,3337.75,17.079999923706055,28.448945999145508,53.380001068115234
2020-02-28,1564.0999755859375,16.386999130249023,98.12999725341795,1.1269999742507937,97.85578918457033,2954.219970703125,40.11000061035156,24.33707427978516,44.7599983215332
2020-03-06,1670.800048828125,17.214000701904297,95.9499969482422,0.7059999704360962,99.90206909179688,2972.3701171875,41.93999862670898,27.297996520996094,41.27999877929688
2020-03-13,1515.699951171875,14.456000328063965,98.75,0.9509999752044678,93.0375747680664,2711.02001953125,57.83000183105469,17.63556480407715,31.729999542236328
2020-03-20,1484.0,12.348999977111816,102.81999969482422,0.9380000233650208,94.4561538696289,2304.919921875,66.04000091552734,19.07425308227539,22.43000030517578
2020-03-27,1623.9000244140625,14.498000144958496,98.37000274658205,0.7490000128746033,98.03512573242188,2541.469970703125,65.54000091552734,22.619930267333984,21.51000022888184
2020-04-03,1633.699951171875,14.435999870300291,100.58000183105467,0.5870000123977661,99.06350708007812,2488.64990234375,46.79999923706055,23.158279418945312,28.34000015258789
2020-04-10,1736.199951171875,15.994999885559082,99.5199966430664,0.7289999723434448,99.22679138183594,2789.820068359375,41.66999816894531,26.871028900146484,22.76000022888184
2020-04-17,1689.199951171875,15.237000465393066,99.77999877929688,0.6539999842643738,98.46746826171876,2874.56005859375,38.150001525878906,27.789934158325195,18.270000457763672
2020-04-24,1723.5,15.253999710083008,100.37999725341795,0.5960000157356262,99.76565551757812,2836.739990234375,35.93000030517578,31.49340438842773,16.940000534057617
2020-05-01,1694.5,14.86299991607666,98.8000030517578,0.6420000195503235,99.04554748535156,2830.7099609375,37.18999862670898,30.89936637878418,19.780000686645508
2020-05-08,1709.9000244140625,15.739999771118164,99.7300033569336,0.6819999814033508,99.36473083496094,2929.800048828125,27.979999542236328,32.35661315917969,24.739999771118164
2020-05-15,1753.4000244140625,17.04599952697754,100.4000015258789,0.6399999856948853,99.48751068115234,2863.699951171875,31.88999938964844,33.943817138671875,29.43000030517578
2020-05-22,1734.5999755859375,17.663999557495117,99.86000061035156,0.6570000052452087,99.61026000976562,2955.449951171875,28.15999984741211,32.99706268310547,33.25
2020-05-29,1736.9000244140625,18.440000534057617,98.33999633789062,0.6480000019073486,99.69210052490234,3044.31005859375,27.51000022888184,31.85539436340332,35.4900016784668
2020-06-05,1676.199951171875,17.44300079345703,96.94000244140624,0.9039999842643738,98.88179779052734,3193.929931640625,24.520000457763672,30.12896728515625,39.54999923706055
2020-06-12,1729.300048828125,17.461999893188477,97.31999969482422,0.6990000009536743,99.71666717529295,3041.31005859375,36.09000015258789,30.29604148864746,36.2599983215332
2020-06-19,1745.9000244140625,17.832000732421875,97.62000274658205,0.6970000267028809,100.28964233398438,3097.739990234375,35.119998931884766,31.140687942504883,39.75
2020-06-26,1772.5,18.02300071716309,97.5,0.6359999775886536,100.72344207763672,3009.050048828125,34.72999954223633,32.66291809082031,38.4900016784668
2020-07-03,1784.0,18.24399948120117,97.31999969482422,0.6690000295639038,101.0180892944336,3130.010009765625,27.68000030517578,33.57254409790039,40.650001525878906
2020-07-10,1798.199951171875,18.982999801635746,96.6500015258789,0.6330000162124634,101.21450805664062,3185.0400390625,27.290000915527344,35.64240646362305,40.54999923706055
2020-07-17,1808.300048828125,19.684999465942383,95.94000244140624,0.628000020980835,101.78746032714844,3224.72998046875,25.68000030517578,36.48705673217773,40.59000015258789
2020-07-24,1897.300048828125,22.808000564575195,94.44000244140624,0.5889999866485596,102.18033599853516,3215.6298828125,25.84000015258789,38.82608795166016,41.290000915527344
2020-07-31,1962.800048828125,24.18899917602539,93.48999786376952,0.5360000133514404,103.0151824951172,3271.1201171875,24.459999084472656,39.85637664794922,40.27000045776367
2020-08-07,2010.0999755859373,27.53300094604492,93.44000244140624,0.5619999766349792,103.26892852783205,3351.280029296875,22.209999084472656,39.67073822021485,41.220001220703125
2020-08-14,1937.0,26.065000534057617,93.0999984741211,0.7089999914169312,102.54866790771484,3372.85009765625,22.049999237060547,37.45236587524414,42.0099983215332
2020-08-21,1934.5999755859373,26.707000732421875,93.25,0.6399999856948853,103.17073059082033,3397.159912109375,22.540000915527344,37.953590393066406,42.34000015258789
2020-08-28,1964.5999755859373,27.61000061035156,92.37000274658205,0.7289999723434448,103.46538543701172,3508.010009765625,22.959999084472656,38.94674682617188,42.970001220703125
2020-09-04,1923.9000244140625,26.576000213623047,92.72000122070312,0.7210000157356262,103.35079193115234,3426.9599609375,30.75,37.92573928833008,39.77000045776367
2020-09-11,1937.800048828125,26.73900032043457,93.33000183105467,0.6690000295639038,103.53904724121094,3340.969970703125,26.8700008392334,38.20419692993164,37.33000183105469
2020-09-18,1952.0999755859373,27.027999877929688,92.93000030517578,0.6940000057220459,103.51446533203124,3319.469970703125,25.82999992370605,38.38983917236328,41.11000061035156
2020-09-25,1857.699951171875,23.01700019836425,94.58000183105467,0.6589999794960022,103.46538543701172,3298.4599609375,26.3799991607666,35.66096496582031,40.25
2020-10-02,1900.199951171875,23.97100067138672,93.83999633789062,0.6959999799728394,103.53656768798828,3348.419921875,27.6299991607666,36.17146682739258,37.04999923706055
2020-10-09,1919.5,25.069000244140625,93.05999755859376,0.7749999761581421,103.6761703491211,3477.139892578125,25.0,37.85149002075195,40.59999847412109
2020-10-16,1900.800048828125,24.36899948120117,93.68000030517578,0.7440000176429749,103.7500991821289,3483.81005859375,27.40999984741211,36.96971130371094,40.880001068115234
2020-10-23,1902.0,24.62700080871582,92.7699966430664,0.8410000205039978,103.3477020263672,3465.389892578125,27.549999237060547,36.0322380065918,39.84999847412109
2020-10-30,1877.4000244140625,23.617000579833984,94.04000091552734,0.8600000143051147,102.83855438232422,3269.9599609375,38.02000045776367,34.797752380371094,35.790000915527344
2020-11-06,1950.300048828125,25.645999908447266,92.2300033569336,0.8199999928474426,102.91925048828124,3509.43994140625,24.86000061035156,38.44552612304688,37.13999938964844
2020-11-13,1885.699951171875,24.75900077819824,92.76000213623048,0.8930000066757202,103.18270874023438,3585.14990234375,23.100000381469727,35.2804069519043,40.130001068115234
2020-11-20,1872.5999755859373,24.347999572753903,92.38999938964844,0.8289999961853027,103.5860824584961,3557.5400390625,23.700000762939453,33.321929931640625,42.150001525878906
2020-11-27,1781.9000244140625,22.55299949645996,91.79000091552734,0.8420000076293945,103.9648208618164,3638.35009765625,20.84000015258789,31.771860122680664,45.52999877929688
2020-12-04,1835.9000244140625,24.202999114990234,90.6999969482422,0.968999981880188,103.98365020751952,3699.1201171875,20.790000915527344,32.7743034362793,46.2599983215332
2020-12-11,1839.800048828125,24.03199958801269,90.9800033569336,0.8930000066757202,104.52758026123048,3663.4599609375,23.309999465942383,32.56081771850586,46.56999969482422
2020-12-18,1885.699951171875,25.948999404907227,90.0199966430664,0.9480000138282776,104.71961975097656,3709.409912109375,21.56999969482422,33.953102111816406,49.09999847412109
2020-12-25,1879.9000244140625,25.81100082397461,90.33000183105467,0.9279999732971193,104.8927230834961,3703.06005859375,21.530000686645508,33.61720657348633,48.22999954223633
2021-01-01,1893.0999755859373,26.332000732421875,89.94000244140625,0.9169999957084656,105.22245025634766,3756.070068359375,22.75,33.607879638671875,48.52000045776367
2021-01-08,1834.0999755859373,24.582000732421875,90.0999984741211,1.1050000190734863,104.5135498046875,3824.679931640625,21.559999465942383,34.07439422607422,52.2400016784668
2021-01-15,1829.300048828125,24.825000762939453,90.77999877929688,1.097000002861023,104.8267593383789,3768.25,24.34000015258789,32.19899368286133,52.36000061035156
2021-01-22,1855.699951171875,25.52400016784668,90.23999786376952,1.090999960899353,105.32136535644533,3841.469970703125,21.90999984741211,32.87078094482422,52.27000045776367
2021-01-29,1847.300048828125,26.89999961853028,90.58000183105467,1.093000054359436,105.50270080566406,3714.239990234375,33.09000015258789,32.19899368286133,52.20000076293945
2021-02-05,1810.9000244140625,27.013999938964844,91.04000091552734,1.1699999570846558,105.2718734741211,3886.830078125,20.8700008392334,32.29230117797852,56.84999847412109
2021-02-12,1821.5999755859373,27.32299995422364,90.4800033569336,1.2000000476837158,105.22245025634766,3934.830078125,19.96999931335449,32.45091247558594,59.470001220703125
2021-02-19,1775.800048828125,27.25200080871582,90.36000061035156,1.3450000286102295,103.78816986083984,3906.7099609375,22.049999237060547,30.547527313232425,59.2400016784668
2021-02-26,1728.0999755859375,26.402000427246094,90.93000030517578,1.4600000381469729,103.72219848632812,3811.14990234375,27.950000762939453,29.045339584350582,61.5
2021-03-05,1698.0,25.256999969482425,91.9800033569336,1.5540000200271606,103.2440948486328,3841.93994140625,24.65999984741211,29.65181350708008,66.08999633789062
2021-03-12,1719.5,25.8799991607666,91.68000030517578,1.6349999904632568,103.06278228759766,3943.340087890625,20.690000534057617,30.864761352539062,65.61000061035156
2021-03-19,1741.4000244140625,26.29199981689453,91.91999816894533,1.7319999933242798,102.9555892944336,3913.10009765625,20.950000762939453,31.62051582336425,61.41999816894531
2021-03-26,1732.199951171875,25.09199905395508,92.7699966430664,1.659999966621399,103.8870849609375,3974.5400390625,18.86000061035156,30.57551956176757,60.970001220703125
2021-04-02,1726.5,24.934999465942383,92.93000030517578,1.6790000200271606,103.74767303466795,4019.8701171875,17.329999923706055,31.34993553161621,61.45000076293945
2021-04-09,1743.300048828125,25.31100082397461,92.16000366210938,1.6660000085830688,103.58238983154295,4128.7998046875,16.690000534057617,32.40426254272461,59.31999969482422
2021-04-16,1779.0,26.099000930786133,91.55999755859376,1.5729999542236328,104.50782012939452,4185.47021484375,16.25,33.61720657348633,63.130001068115234
2021-04-23,1777.0,26.07699966430664,90.86000061035156,1.5670000314712524,104.66482543945312,4180.169921875,17.329999923706055,33.645198822021484,62.13999938964844
2021-04-30,1767.300048828125,25.85300064086914,91.27999877929688,1.63100004196167,104.9292221069336,4181.169921875,18.61000061035156,32.05904006958008,63.58000183105469
2021-05-07,1831.0999755859373,27.46199989318848,90.2300033569336,1.5770000219345093,106.00363159179688,4232.60009765625,16.690000534057617,34.91411590576172,64.9000015258789
2021-05-14,1837.9000244140625,27.35300064086914,90.31999969482422,1.6349999904632568,105.98702239990234,4173.85009765625,18.809999465942383,35.30599594116211,65.37000274658203
